Gene_ID,C11,C15,C19,C23,N11,N15,N19,N23
NM_001008229,0,0,0,0,0,0,0,0
NM_001008228,0,0,0,0,0,0,0,0
NM_021959,0,0,0,0,0,0,0,0
NM_033229,0,0,0,0,0,0,0,0
NM_001242783,0,0,0,0,0,0,0,0
NM_003449,0,0,0,0,0,0,0,0
NR_102326,0,0,0,0,0,0,0,0
NR_024053,0,0,0,0,0,0,0,0
NM_172016,0,0,0,0,0,0,0,0
NR_024052,0,0,0,0,0,0,0,0
NM_001199119,0,0,0,0,0,0,0,0
NR_102327,0,0,0,0,0,0,0,0
NM_021253,0,0,0,0,0,0,0,0
NM_014641,0,0,0,0,0,0,0,0
NM_001134870,0,0,0,0,0,0,0,0
NM_133471,0,0,0,0,0,0,0,0
NR_003948,0,0,0,0,0,0,0,0
NM_080598,0,0,0,0,0,0,0,0
NM_001289161,0,0,0,0,0,0,0,0
NM_004640,0,0,0,0,0,0,0,0
NR_037852,0,0,0,0,0,0,0,0
NM_001289160,0,0,0,0,0,0,0,0
NM_005931,0,0,0,0,0,0,0,0
NR_037853,0,0,0,0,0,0,0,0
NM_006295,0,0,0,0,0,0,0,0
NR_037846,0,0,0,0,0,0,0,0
NM_001039651,0,0,0,0,0,0,0,0
NM_001178044,0,0,0,0,0,0,0,0
NM_005346,0,0,0,0,0,0,0,0
NM_001289413,0,0,0,0,0,0,0,0
NM_000434,0,0,0,0,0,0,0,0
NM_006709,0,0,0,0,0,0,0,0
NM_025256,0,0,0,0,0,0,0,0
NM_025257,0,0,0,0,0,0,0,0
NM_005155,0,0,0,0,0,0,0,0
NM_032741,0,0,0,0,0,0,0,0
NM_002586,0,0,0,0,0,0,0,0
NM_001204103,0,0,0,0,0,0,0,0
NM_006411,0,0,0,0,0,0,0,0
NM_138717,0,0,0,0,0,0,0,0
NR_037861,0,0,0,0,0,0,0,0
NM_001304561,0,0,0,0,0,0,0,0
NM_001243965,0,0,0,0,0,0,0,0
NM_002800,0,0,0,0,0,0,0,0
NM_018833,0,0,0,0,0,0,0,0
NM_002118,0,0,0,0,0,0,0,0
NM_001242525,0,0,0,0,0,0,0,0
NR_001435,0,0,0,0,0,0,0,0
NM_002121,0,0,0,0,0,0,0,0
NM_001242524,0,0,0,0,0,0,0,0
NM_033554,0,0,0,0,0,0,0,0
NR_033379,0,0,0,0,0,0,0,0
NR_104117,0,0,0,0,0,0,0,0
NM_030903,0,0,0,0,0,0,0,0
NM_001005226,0,0,0,0,0,0,0,0
NM_001005216,0,0,0,0,0,0,0,0
NM_030905,0,0,0,0,0,0,0,0
NM_030946,0,0,0,0,0,0,0,0
NM_013937,0,0,0,0,0,0,0,0
NM_013941,0,0,0,0,0,0,0,0
NM_030883,0,0,0,0,0,0,0,0
NM_052967,0,0,0,0,0,0,0,0
NR_037179,0,0,0,0,0,0,0,0
NR_037181,0,0,0,0,0,0,0,0
NR_037180,0,0,0,0,0,0,0,0
NM_006398,0,0,0,0,0,0,0,0
NR_003049,0,0,0,0,0,0,0,0
NM_007160,0,0,0,0,0,0,0,0
NM_001109809,0,0,0,0,0,0,0,0
NM_001207043,0,0,0,0,0,0,0,0
NR_132323,0,0,0,0,0,0,0,0
NR_002139,0,0,0,0,0,0,0,0
NM_002127,0,0,0,0,0,0,0,0
NR_001434,0,0,0,0,0,0,0,0
NR_001317,0,0,0,0,0,0,0,0
NM_002116,0,0,0,0,0,0,0,0
NM_001242758,0,0,0,0,0,0,0,0
NR_024240,0,0,0,0,0,0,0,0
NR_103542,0,0,0,0,0,0,0,0
NM_014596,0,0,0,0,0,0,0,0
NM_001278785,0,0,0,0,0,0,0,0
NM_001278786,0,0,0,0,0,0,0,0
NM_170783,0,0,0,0,0,0,0,0
NR_103864,0,0,0,0,0,0,0,0
NM_025236,0,0,0,0,0,0,0,0
NM_170769,0,0,0,0,0,0,0,0
NM_007028,0,0,0,0,0,0,0,0
NR_126470,0,0,0,0,0,0,0,0
NM_001286633,0,0,0,0,0,0,0,0
NM_138700,0,0,0,0,0,0,0,0
NM_052828,0,0,0,0,0,0,0,0
NM_006778,0,0,0,0,0,0,0,0
NM_024839,0,0,0,0,0,0,0,0
NM_001199121,0,0,0,0,0,0,0,0
NM_001199120,0,0,0,0,0,0,0,0
NM_005275,0,0,0,0,0,0,0,0
NM_001270707,0,0,0,0,0,0,0,0
NM_001270709,0,0,0,0,0,0,0,0
NM_001270708,0,0,0,0,0,0,0,0
NM_001270710,0,0,0,0,0,0,0,0
NM_007243,0,0,0,0,0,0,0,0
NR_073072,0,0,0,0,0,0,0,0
NR_073065,0,0,0,0,0,0,0,0
NR_073066,0,0,0,0,0,0,0,0
NM_005803,0,0,0,0,0,0,0,0
NM_001293216,0,0,0,0,0,0,0,0
NM_001293213,0,0,0,0,0,0,0,0
NM_001293214,0,0,0,0,0,0,0,0
NM_178014,0,0,0,0,0,0,0,0
NR_120608,0,0,0,0,0,0,0,0
NM_001293212,0,0,0,0,0,0,0,0
NM_001293215,0,0,0,0,0,0,0,0
NR_130720,0,0,0,0,0,0,0,0
NM_001010909,0,0,0,0,0,0,0,0
NM_001011700,0,0,0,0,0,0,0,0
NR_003140,0,0,0,0,0,0,0,0
NM_000594,0,0,0,0,0,0,0,0
NM_009588,0,0,0,0,0,0,0,0
NM_002341,0,0,0,0,0,0,0,0
NM_007161,0,0,0,0,0,0,0,0
NM_001145467,0,0,0,0,0,0,0,0
NR_029462,0,0,0,0,0,0,0,0
NR_029461,0,0,0,0,0,0,0,0
NM_001166538,0,0,0,0,0,0,0,0
NM_147130,0,0,0,0,0,0,0,0
NM_001145466,0,0,0,0,0,0,0,0
NM_205838,0,0,0,0,0,0,0,0
NM_205837,0,0,0,0,0,0,0,0
NM_205840,0,0,0,0,0,0,0,0
NM_205839,0,0,0,0,0,0,0,0
NM_025259,0,0,0,0,0,0,0,0
NM_172166,0,0,0,0,0,0,0,0
NM_172165,0,0,0,0,0,0,0,0
NM_002441,0,0,0,0,0,0,0,0
NR_126423,0,0,0,0,0,0,0,0
NM_025258,0,0,0,0,0,0,0,0
NM_021177,0,0,0,0,0,0,0,0
NM_005345,0,0,0,0,0,0,0,0
NM_001287487,0,0,0,0,0,0,0,0
NM_001287486,0,0,0,0,0,0,0,0
NM_001287485,0,0,0,0,0,0,0,0
NM_001287484,0,0,0,0,0,0,0,0
NM_001287482,0,0,0,0,0,0,0,0
NM_001287488,0,0,0,0,0,0,0,0
NM_001040438,0,0,0,0,0,0,0,0
NR_002742,0,0,0,0,0,0,0,0
NM_001287483,0,0,0,0,0,0,0,0
NM_001040437,0,0,0,0,0,0,0,0
NR_002745,0,0,0,0,0,0,0,0
NM_001178045,0,0,0,0,0,0,0,0
NM_030651,0,0,0,0,0,0,0,0
NR_037172,0,0,0,0,0,0,0,0
NR_037171,0,0,0,0,0,0,0,0
NR_037169,0,0,0,0,0,0,0,0
NR_037170,0,0,0,0,0,0,0,0
NR_106779,0,0,0,0,0,0,0,0
NM_030652,0,0,0,0,0,0,0,0
NR_037860,0,0,0,0,0,0,0,0
NM_001206966,0,0,0,0,0,0,0,0
NM_001206940,0,0,0,0,0,0,0,0
NR_106891,0,0,0,0,0,0,0,0
NM_006913,0,0,0,0,0,0,0,0
NR_038190,0,0,0,0,0,0,0,0
NM_001136,0,0,0,0,0,0,0,0
NM_001206936,0,0,0,0,0,0,0,0
NM_001206934,0,0,0,0,0,0,0,0
NM_001206932,0,0,0,0,0,0,0,0
NM_001206929,0,0,0,0,0,0,0,0
NM_172197,0,0,0,0,0,0,0,0
NM_001206954,0,0,0,0,0,0,0,0
NM_004557,0,0,0,0,0,0,0,0
NM_001276501,0,0,0,0,0,0,0,0
NM_022107,0,0,0,0,0,0,0,0
NR_044996,0,0,0,0,0,0,0,0
NR_039668,0,0,0,0,0,0,0,0
NM_020056,0,0,0,0,0,0,0,0
NM_002120,0,0,0,0,0,0,0,0
NM_000544,0,0,0,0,0,0,0,0
NM_001290043,0,0,0,0,0,0,0,0
NM_001292022,0,0,0,0,0,0,0,0
NM_148919,0,0,0,0,0,0,0,0
NM_004159,0,0,0,0,0,0,0,0
NM_000593,0,0,0,0,0,0,0,0
NR_037175,0,0,0,0,0,0,0,0
NR_037174,0,0,0,0,0,0,0,0
NR_037173,0,0,0,0,0,0,0,0
NR_037176,0,0,0,0,0,0,0,0
NR_037178,0,0,0,0,0,0,0,0
NR_037177,0,0,0,0,0,0,0,0
NM_006120,0,0,0,0,0,0,0,0
NM_001320,0,0,0,0,0,0,0,0
NM_001282385,0,0,0,0,0,0,0,0
NR_125387,0,0,0,0,0,0,0,0
NM_002127,0,0,0,0,0,0,0,0
NM_080598,0,0,0,0,0,0,0,0
NM_004640,0,0,0,0,0,0,0,0
NM_001289153,0,0,0,0,0,0,0,0
NM_001198815,0,0,0,0,0,0,0,0
NR_037852,0,0,0,0,0,0,0,0
NM_001289152,0,0,0,0,0,0,0,0
NM_002117,0,0,0,0,0,0,0,0
NM_001243042,0,0,0,0,0,0,0,0
NM_014069,0,0,0,0,0,0,0,0
NM_014068,0,0,0,0,0,0,0,0
NM_001289154,0,0,0,0,0,0,0,0
NR_037853,0,0,0,0,0,0,0,0
NM_000063,0,0,0,0,0,0,0,0
NM_001145903,0,0,0,0,0,0,0,0
NM_001178063,0,0,0,0,0,0,0,0
NM_001286474,0,0,0,0,0,0,0,0
NM_001282457,0,0,0,0,0,0,0,0
NM_001286475,0,0,0,0,0,0,0,0
NM_006781,0,0,0,0,0,0,0,0
NM_021177,0,0,0,0,0,0,0,0
NM_001282459,0,0,0,0,0,0,0,0
NM_001282458,0,0,0,0,0,0,0,0
NM_019105,0,0,0,0,0,0,0,0
NM_172209,0,0,0,0,0,0,0,0
NM_172208,0,0,0,0,0,0,0,0
NM_080679,0,0,0,0,0,0,0,0
NM_080681,0,0,0,0,0,0,0,0
NM_080680,0,0,0,0,0,0,0,0
NM_003190,0,0,0,0,0,0,0,0
NM_052923,0,0,0,0,0,0,0,0
NM_003996,0,0,0,0,0,0,0,0
NM_001509,0,0,0,0,0,0,0,0
NM_006510,0,0,0,0,0,0,0,0
NM_001010877,0,0,0,0,0,0,0,0
NM_001005226,0,0,0,0,0,0,0,0
NM_030883,0,0,0,0,0,0,0,0
NM_206809,0,0,0,0,0,0,0,0
NM_021903,0,0,0,0,0,0,0,0
NM_206810,0,0,0,0,0,0,0,0
NM_021904,0,0,0,0,0,0,0,0
NM_001109809,0,0,0,0,0,0,0,0
NM_001170418,0,0,0,0,0,0,0,0
NM_002433,0,0,0,0,0,0,0,0
NM_206814,0,0,0,0,0,0,0,0
NM_206812,0,0,0,0,0,0,0,0
NM_206811,0,0,0,0,0,0,0,0
NM_001470,0,0,0,0,0,0,0,0
NM_001008229,0,0,0,0,0,0,0,0
NM_001008228,0,0,0,0,0,0,0,0
NM_001207043,0,0,0,0,0,0,0,0
NR_132323,0,0,0,0,0,0,0,0
NR_026973,0,0,0,0,0,0,0,0
NR_026972,0,0,0,0,0,0,0,0
NR_026751,0,0,0,0,0,0,0,0
NM_052828,0,0,0,0,0,0,0,0
NM_006778,0,0,0,0,0,0,0,0
NM_001286633,0,0,0,0,0,0,0,0
NM_138700,0,0,0,0,0,0,0,0
NM_003449,0,0,0,0,0,0,0,0
NM_007028,0,0,0,0,0,0,0,0
NR_126470,0,0,0,0,0,0,0,0
NM_001242783,0,0,0,0,0,0,0,0
NR_102326,0,0,0,0,0,0,0,0
NR_024053,0,0,0,0,0,0,0,0
NR_024052,0,0,0,0,0,0,0,0
NM_001199119,0,0,0,0,0,0,0,0
NM_172016,0,0,0,0,0,0,0,0
NR_102327,0,0,0,0,0,0,0,0
NM_021253,0,0,0,0,0,0,0,0
NR_052012,0,0,0,0,0,0,0,0
NM_001090,0,0,0,0,0,0,0,0
NM_005275,0,0,0,0,0,0,0,0
NM_002714,0,0,0,0,0,0,0,0
NM_001025091,0,0,0,0,0,0,0,0
NR_072994,0,0,0,0,0,0,0,0
NM_005803,0,0,0,0,0,0,0,0
NM_001254952,0,0,0,0,0,0,0,0
NM_014641,0,0,0,0,0,0,0,0
NM_001031722,0,0,0,0,0,0,0,0
NM_001161376,0,0,0,0,0,0,0,0
NM_001134870,0,0,0,0,0,0,0,0
NM_003587,0,0,0,0,0,0,0,0
NM_001164239,0,0,0,0,0,0,0,0
NM_001109938,0,0,0,0,0,0,0,0
NM_024909,0,0,0,0,0,0,0,0
NM_145029,0,0,0,0,0,0,0,0
NM_133471,0,0,0,0,0,0,0,0
NR_130726,0,0,0,0,0,0,0,0
NM_001202522,0,0,0,0,0,0,0,0
NM_001202521,0,0,0,0,0,0,0,0
NM_001517,0,0,0,0,0,0,0,0
NM_001202523,0,0,0,0,0,0,0,0
NM_001954,0,0,0,0,0,0,0,0
NM_080870,0,0,0,0,0,0,0,0
NM_013994,0,0,0,0,0,0,0,0
NM_013993,0,0,0,0,0,0,0,0
NM_001297652,0,0,0,0,0,0,0,0
NM_001297653,0,0,0,0,0,0,0,0
NM_001297654,0,0,0,0,0,0,0,0
NR_003948,0,0,0,0,0,0,0,0
NM_001105564,0,0,0,0,0,0,0,0
NM_001105563,0,0,0,0,0,0,0,0
NM_019052,0,0,0,0,0,0,0,0
NM_005514,0,0,0,0,0,0,0,0
NR_002812,0,0,0,0,0,0,0,0
NM_001289161,0,0,0,0,0,0,0,0
NM_001289160,0,0,0,0,0,0,0,0
NM_005931,0,0,0,0,0,0,0,0
NM_080686,0,0,0,0,0,0,0,0
NM_004638,0,0,0,0,0,0,0,0
NM_080702,0,0,0,0,0,0,0,0
NM_080703,0,0,0,0,0,0,0,0
NM_001098534,0,0,0,0,0,0,0,0
NM_001199697,0,0,0,0,0,0,0,0
NM_004639,0,0,0,0,0,0,0,0
NR_029462,0,0,0,0,0,0,0,0
NR_029461,0,0,0,0,0,0,0,0
NM_001199698,0,0,0,0,0,0,0,0
NM_005007,0,0,0,0,0,0,0,0
NM_001144963,0,0,0,0,0,0,0,0
NM_001144962,0,0,0,0,0,0,0,0
NM_001144961,0,0,0,0,0,0,0,0
NM_205838,0,0,0,0,0,0,0,0
NM_205839,0,0,0,0,0,0,0,0
NM_172166,0,0,0,0,0,0,0,0
NM_021160,0,0,0,0,0,0,0,0
NM_172165,0,0,0,0,0,0,0,0
NM_006295,0,0,0,0,0,0,0,0
NM_025259,0,0,0,0,0,0,0,0
NR_037846,0,0,0,0,0,0,0,0
NM_001287594,0,0,0,0,0,0,0,0
NM_001287593,0,0,0,0,0,0,0,0
NM_021246,0,0,0,0,0,0,0,0
NM_001177515,0,0,0,0,0,0,0,0
NM_002441,0,0,0,0,0,0,0,0
NR_033488,0,0,0,0,0,0,0,0
NM_001288,0,0,0,0,0,0,0,0
NR_033489,0,0,0,0,0,0,0,0
NM_025258,0,0,0,0,0,0,0,0
NM_001289413,0,0,0,0,0,0,0,0
NM_001178045,0,0,0,0,0,0,0,0
NM_006709,0,0,0,0,0,0,0,0
NM_001178044,0,0,0,0,0,0,0,0
NM_005345,0,0,0,0,0,0,0,0
NM_025257,0,0,0,0,0,0,0,0
NM_025256,0,0,0,0,0,0,0,0
NM_004197,0,0,0,0,0,0,0,0
NM_007293,0,0,0,0,0,0,0,0
NM_001710,0,0,0,0,0,0,0,0
NM_001252204,0,0,0,0,0,0,0,0
NM_032454,0,0,0,0,0,0,0,0
NM_006929,0,0,0,0,0,0,0,0
NM_001242823,0,0,0,0,0,0,0,0
NM_001002029,0,0,0,0,0,0,0,0
NR_026717,0,0,0,0,0,0,0,0
NM_004557,0,0,0,0,0,0,0,0
NM_004381,0,0,0,0,0,0,0,0
NM_001206940,0,0,0,0,0,0,0,0
NM_001206954,0,0,0,0,0,0,0,0
NM_030652,0,0,0,0,0,0,0,0
NM_030651,0,0,0,0,0,0,0,0
NR_038190,0,0,0,0,0,0,0,0
NM_001136,0,0,0,0,0,0,0,0
NM_001136153,0,0,0,0,0,0,0,0
NM_001206936,0,0,0,0,0,0,0,0
NM_001206929,0,0,0,0,0,0,0,0
NM_001206934,0,0,0,0,0,0,0,0
NM_001206932,0,0,0,0,0,0,0,0
NM_172197,0,0,0,0,0,0,0,0
NM_001206966,0,0,0,0,0,0,0,0
NR_037861,0,0,0,0,0,0,0,0
NR_037860,0,0,0,0,0,0,0,0
NM_001304561,0,0,0,0,0,0,0,0
NM_019111,0,0,0,0,0,0,0,0
NM_002124,0,0,0,0,0,0,0,0
NM_001243962,0,0,0,0,0,0,0,0
NM_001292022,0,0,0,0,0,0,0,0
NM_000544,0,0,0,0,0,0,0,0
NM_000593,0,0,0,0,0,0,0,0
NM_018833,0,0,0,0,0,0,0,0
NM_002120,0,0,0,0,0,0,0,0
NR_037178,0,0,0,0,0,0,0,0
NR_037177,0,0,0,0,0,0,0,0
NM_001290043,0,0,0,0,0,0,0,0
NM_001199455,0,0,0,0,0,0,0,0
NM_005104,0,0,0,0,0,0,0,0
NM_001291986,0,0,0,0,0,0,0,0
NM_001199456,0,0,0,0,0,0,0,0
NM_001113182,0,0,0,0,0,0,0,0
NR_001435,0,0,0,0,0,0,0,0
NM_002121,0,0,0,0,0,0,0,0
NM_001242524,0,0,0,0,0,0,0,0
NM_001242525,0,0,0,0,0,0,0,0
NM_001289176,0,0,0,0,0,0,0,0
NM_001265596,0,0,0,0,0,0,0,0
NM_022553,0,0,0,0,0,0,0,0
NM_002931,0,0,0,0,0,0,0,0
NM_001163771,0,0,0,0,0,0,0,0
NM_001289175,0,0,0,0,0,0,0,0
NM_001289174,0,0,0,0,0,0,0,0
NM_001265595,0,0,0,0,0,0,0,0
NM_001185181,0,0,0,0,0,0,0,0
NM_014260,0,0,0,0,0,0,0,0
NM_022551,0,0,0,0,0,0,0,0
NR_033379,0,0,0,0,0,0,0,0
NR_104117,0,0,0,0,0,0,0,0
NR_103538,0,0,0,0,0,0,0,0
NM_030903,0,0,0,0,0,0,0,0
NM_001005216,0,0,0,0,0,0,0,0
NM_030905,0,0,0,0,0,0,0,0
NM_030946,0,0,0,0,0,0,0,0
NM_030876,0,0,0,0,0,0,0,0
NM_030959,0,0,0,0,0,0,0,0
NM_013936,0,0,0,0,0,0,0,0
NM_013937,0,0,0,0,0,0,0,0
NM_013941,0,0,0,0,0,0,0,0
NM_052967,0,0,0,0,0,0,0,0
NR_037179,0,0,0,0,0,0,0,0
NR_037181,0,0,0,0,0,0,0,0
NR_037180,0,0,0,0,0,0,0,0
NM_006398,0,0,0,0,0,0,0,0
NM_007160,0,0,0,0,0,0,0,0
NR_003049,0,0,0,0,0,0,0,0
NM_001098479,0,0,0,0,0,0,0,0
NM_001098478,0,0,0,0,0,0,0,0
NM_018950,0,0,0,0,0,0,0,0
NR_001590,0,0,0,0,0,0,0,0
NR_002139,0,0,0,0,0,0,0,0
NR_001434,0,0,0,0,0,0,0,0
NR_001317,0,0,0,0,0,0,0,0
NM_002116,0,0,0,0,0,0,0,0
NM_001242758,0,0,0,0,0,0,0,0
NR_028032,0,0,0,0,0,0,0,0
NR_024240,0,0,0,0,0,0,0,0
NR_103542,0,0,0,0,0,0,0,0
NM_021959,0,0,0,0,0,0,0,0
NM_025236,0,0,0,0,0,0,0,0
NM_014596,0,0,0,0,0,0,0,0
NM_001278786,0,0,0,0,0,0,0,0
NM_001278785,0,0,0,0,0,0,0,0
NM_170769,0,0,0,0,0,0,0,0
NM_170783,0,0,0,0,0,0,0,0
NR_103864,0,0,0,0,0,0,0,0
NM_033229,0,0,0,0,0,0,0,0
NR_027822,0,0,0,0,0,0,0,0
NM_024839,0,0,0,0,0,0,0,0
NM_001199121,0,0,0,0,0,0,0,0
NM_001199120,0,0,0,0,0,0,0,0
NM_005516,0,0,0,0,0,0,0,0
NM_025263,0,0,0,0,0,0,0,0
NM_001077497,0,0,0,0,0,0,0,0
NR_030615,0,0,0,0,0,0,0,0
NM_014046,0,0,0,0,0,0,0,0
NM_001270707,0,0,0,0,0,0,0,0
NM_001270709,0,0,0,0,0,0,0,0
NM_001270708,0,0,0,0,0,0,0,0
NM_001270710,0,0,0,0,0,0,0,0
NM_007243,0,0,0,0,0,0,0,0
NR_073072,0,0,0,0,0,0,0,0
NR_073065,0,0,0,0,0,0,0,0
NR_073066,0,0,0,0,0,0,0,0
NM_001293216,0,0,0,0,0,0,0,0
NM_001293215,0,0,0,0,0,0,0,0
NM_001293213,0,0,0,0,0,0,0,0
NM_001293212,0,0,0,0,0,0,0,0
NM_001293214,0,0,0,0,0,0,0,0
NM_178014,0,0,0,0,0,0,0,0
NR_120608,0,0,0,0,0,0,0,0
NM_003897,0,0,0,0,0,0,0,0
NR_039783,0,0,0,0,0,0,0,0
NM_001167734,0,0,0,0,0,0,0,0
NM_001167733,0,0,0,0,0,0,0,0
NM_020442,0,0,0,0,0,0,0,0
NM_205854,0,0,0,0,0,0,0,0
NR_130720,0,0,0,0,0,0,0,0
NM_001010909,0,0,0,0,0,0,0,0
NM_014070,0,0,0,0,0,0,0,0
NM_001264,0,0,0,0,0,0,0,0
NM_001285987,0,0,0,0,0,0,0,0
NM_001285986,0,0,0,0,0,0,0,0
NM_001173531,0,0,0,0,0,0,0,0
NM_002701,0,0,0,0,0,0,0,0
NM_203289,0,0,0,0,0,0,0,0
NM_001077511,0,0,0,0,0,0,0,0
NM_007109,0,0,0,0,0,0,0,0
NR_026816,0,0,0,0,0,0,0,0
NR_026791,0,0,0,0,0,0,0,0
NR_106951,0,0,0,0,0,0,0,0
NM_000247,0,0,0,0,0,0,0,0
NM_001177519,0,0,0,0,0,0,0,0
NR_040662,0,0,0,0,0,0,0,0
NR_003140,0,0,0,0,0,0,0,0
NM_001011700,0,0,0,0,0,0,0,0
NR_003065,0,0,0,0,0,0,0,0
NM_001204078,0,0,0,0,0,0,0,0
NM_130463,0,0,0,0,0,0,0,0
NM_138282,0,0,0,0,0,0,0,0
NM_000595,0,0,0,0,0,0,0,0
NM_000594,0,0,0,0,0,0,0,0
NM_009588,0,0,0,0,0,0,0,0
NM_002341,0,0,0,0,0,0,0,0
NM_001159740,0,0,0,0,0,0,0,0
NM_007161,0,0,0,0,0,0,0,0
NM_001145467,0,0,0,0,0,0,0,0
NM_147130,0,0,0,0,0,0,0,0
NM_001166538,0,0,0,0,0,0,0,0
NM_001145466,0,0,0,0,0,0,0,0
NM_205837,0,0,0,0,0,0,0,0
NM_205840,0,0,0,0,0,0,0,0
NM_004847,0,0,0,0,0,0,0,0
NM_001623,0,0,0,0,0,0,0,0
NM_032955,0,0,0,0,0,0,0,0
NR_106890,0,0,0,0,0,0,0,0
NR_002971,0,0,0,0,0,0,0,0
NM_001199238,0,0,0,0,0,0,0,0
NM_033177,0,0,0,0,0,0,0,0
NM_021184,0,0,0,0,0,0,0,0
NM_001199237,0,0,0,0,0,0,0,0
NM_001199240,0,0,0,0,0,0,0,0
NM_001199239,0,0,0,0,0,0,0,0
NR_045828,0,0,0,0,0,0,0,0
NM_001256169,0,0,0,0,0,0,0,0
NM_019101,0,0,0,0,0,0,0,0
NM_025262,0,0,0,0,0,0,0,0
NM_021221,0,0,0,0,0,0,0,0
NR_039789,0,0,0,0,0,0,0,0
NR_003673,0,0,0,0,0,0,0,0
NM_001003693,0,0,0,0,0,0,0,0
NR_024541,0,0,0,0,0,0,0,0
NM_001303007,0,0,0,0,0,0,0,0
NM_025261,0,0,0,0,0,0,0,0
NM_001303008,0,0,0,0,0,0,0,0
NM_138273,0,0,0,0,0,0,0,0
NM_013974,0,0,0,0,0,0,0,0
NM_138274,0,0,0,0,0,0,0,0
NM_138277,0,0,0,0,0,0,0,0
NM_138275,0,0,0,0,0,0,0,0
NM_138272,0,0,0,0,0,0,0,0
NM_025260,0,0,0,0,0,0,0,0
NM_001039651,0,0,0,0,0,0,0,0
NR_126423,0,0,0,0,0,0,0,0
NM_005527,0,0,0,0,0,0,0,0
NM_005346,0,0,0,0,0,0,0,0
NM_001287487,0,0,0,0,0,0,0,0
NM_001287486,0,0,0,0,0,0,0,0
NM_001287485,0,0,0,0,0,0,0,0
NM_001287484,0,0,0,0,0,0,0,0
NM_001287482,0,0,0,0,0,0,0,0
NR_002742,0,0,0,0,0,0,0,0
NM_001287488,0,0,0,0,0,0,0,0
NR_002745,0,0,0,0,0,0,0,0
NM_001040437,0,0,0,0,0,0,0,0
NM_001040438,0,0,0,0,0,0,0,0
NM_001287483,0,0,0,0,0,0,0,0
NM_000434,0,0,0,0,0,0,0,0
NM_181842,0,0,0,0,0,0,0,0
NR_104191,0,0,0,0,0,0,0,0
NR_031601,0,0,0,0,0,0,0,0
NM_002904,0,0,0,0,0,0,0,0
NM_005510,0,0,0,0,0,0,0,0
NR_001284,0,0,0,0,0,0,0,0
NM_000500,0,0,0,0,0,0,0,0
NM_032470,0,0,0,0,0,0,0,0
NM_001128590,0,0,0,0,0,0,0,0
NR_040090,0,0,0,0,0,0,0,0
NM_022110,0,0,0,0,0,0,0,0
NM_001204103,0,0,0,0,0,0,0,0
NM_138717,0,0,0,0,0,0,0,0
NM_005155,0,0,0,0,0,0,0,0
NR_037172,0,0,0,0,0,0,0,0
NR_037171,0,0,0,0,0,0,0,0
NR_037169,0,0,0,0,0,0,0,0
NR_037170,0,0,0,0,0,0,0,0
NR_106779,0,0,0,0,0,0,0,0
NR_106891,0,0,0,0,0,0,0,0
NM_006913,0,0,0,0,0,0,0,0
NM_006411,0,0,0,0,0,0,0,0
NM_032741,0,0,0,0,0,0,0,0
NM_002586,0,0,0,0,0,0,0,0
NM_001276501,0,0,0,0,0,0,0,0
NM_022107,0,0,0,0,0,0,0,0
NR_044996,0,0,0,0,0,0,0,0
NM_022555,0,0,0,0,0,0,0,0
NR_001298,0,0,0,0,0,0,0,0
NM_001243965,0,0,0,0,0,0,0,0
NM_020056,0,0,0,0,0,0,0,0
NM_001198858,0,0,0,0,0,0,0,0
NR_039668,0,0,0,0,0,0,0,0
NM_001300790,0,0,0,0,0,0,0,0
NM_148919,0,0,0,0,0,0,0,0
NM_004159,0,0,0,0,0,0,0,0
NR_037175,0,0,0,0,0,0,0,0
NR_037174,0,0,0,0,0,0,0,0
NR_037173,0,0,0,0,0,0,0,0
NR_037176,0,0,0,0,0,0,0,0
NM_002800,0,0,0,0,0,0,0,0
NM_002118,0,0,0,0,0,0,0,0
NM_006120,0,0,0,0,0,0,0,0
NM_002119,0,0,0,0,0,0,0,0
NM_033554,0,0,0,0,0,0,0,0
NM_014234,0,0,0,0,0,0,0,0
NM_021976,0,0,0,0,0,0,0,0
NM_001077516,0,0,0,0,0,0,0,0
NR_029633,0,0,0,0,0,0,0,0
NM_006979,0,0,0,0,0,0,0,0
NM_001291989,0,0,0,0,0,0,0,0
NM_001288777,0,0,0,0,0,0,0,0
NM_001270401,0,0,0,0,0,0,0,0
NR_044997,0,0,0,0,0,0,0,0
NR_106892,0,0,0,0,0,0,0,0
NM_003782,0,0,0,0,0,0,0,0
NM_001164267,0,0,0,0,0,0,0,0
NR_106933,0,0,0,0,0,0,0,0
NM_005452,0,0,0,0,0,0,0,0
NM_004761,0,0,0,0,0,0,0,0
NM_001243738,0,0,0,0,0,0,0,0
NM_001350,0,0,0,0,0,0,0,0
NM_001254717,0,0,0,0,0,0,0,0
NM_005453,0,0,0,0,0,0,0,0
NM_001145338,0,0,0,0,0,0,0,0
NM_001141969,0,0,0,0,0,0,0,0
NM_001141970,0,0,0,0,0,0,0,0
NM_001282457,0,0,0,0,0,0,0,0
NM_006120,0,0,0,0,0,0,0,0
NM_001010877,0,0,0,0,0,0,0,0
NM_014641,0,0,0,0,0,0,0,0
NR_102326,0,0,0,0,0,0,0,0
NR_024053,0,0,0,0,0,0,0,0
NR_024052,0,0,0,0,0,0,0,0
NM_001242783,0,0,0,0,0,0,0,0
NM_001090,0,0,0,0,0,0,0,0
